source_index,lotName,waferIndex,label,split
659051,lot41118,5.0,none,train
659052,lot41118,6.0,none,train
659053,lot41118,7.0,none,train
659054,lot41118,8.0,none,train
659055,lot41118,9.0,none,train
659056,lot41118,10.0,none,train
659057,lot41118,11.0,none,train
659058,lot41118,12.0,none,train
659060,lot41118,14.0,none,train
659061,lot41118,15.0,none,train
659062,lot41118,16.0,none,train
659063,lot41118,17.0,none,train
659064,lot41118,18.0,none,train
659066,lot41118,20.0,none,train
659067,lot41118,21.0,none,train
659068,lot41118,22.0,none,train
659069,lot41118,23.0,none,train
659070,lot41118,24.0,none,train
659071,lot41118,25.0,none,train
659072,lot41119,1.0,none,test
659073,lot41119,2.0,none,test
659075,lot41119,4.0,none,test
659076,lot41119,5.0,none,test
659077,lot41119,6.0,none,test
659078,lot41119,7.0,none,test
659079,lot41119,8.0,none,test
659080,lot41119,9.0,none,test
659081,lot41119,10.0,none,test
659082,lot41119,11.0,none,test
659083,lot41119,12.0,none,test
659085,lot41119,14.0,none,test
659088,lot41119,17.0,none,test
659089,lot41119,18.0,none,test
659091,lot41119,20.0,none,test
659092,lot41119,21.0,none,test
659094,lot41119,23.0,none,test
659095,lot41119,24.0,none,test
659096,lot41119,25.0,none,test
659097,lot41120,1.0,none,val
659098,lot41120,2.0,none,val
659099,lot41120,3.0,none,val
659100,lot41120,4.0,none,val
659101,lot41120,5.0,none,val
659104,lot41120,8.0,none,val
659105,lot41120,9.0,none,val
659106,lot41120,10.0,none,val
659108,lot41120,12.0,none,val
659109,lot41120,13.0,none,val
659111,lot41120,15.0,none,val
659112,lot41120,16.0,none,val
659114,lot41120,18.0,none,val
659115,lot41120,19.0,none,val
659118,lot41120,22.0,none,val
659119,lot41120,23.0,none,val
659120,lot41120,24.0,none,val
659121,lot41120,25.0,none,val
659123,lot41121,2.0,none,test
659124,lot41121,3.0,none,test
659125,lot41121,4.0,none,test
659126,lot41121,5.0,none,test
659127,lot41121,6.0,none,test
659128,lot41121,7.0,none,test
659129,lot41121,8.0,none,test
659130,lot41121,9.0,none,test
659131,lot41121,10.0,none,test
659133,lot41121,12.0,none,test
659134,lot41121,13.0,none,test
659135,lot41121,14.0,none,test
659136,lot41121,15.0,none,test
659137,lot41121,16.0,none,test
659138,lot41121,17.0,none,test
659140,lot41121,19.0,none,test
659141,lot41121,20.0,none,test
659143,lot41121,22.0,none,test
659144,lot41121,23.0,none,test
659145,lot41121,24.0,none,test
659147,lot41122,1.0,none,train
659148,lot41122,2.0,none,train
659149,lot41122,3.0,none,train
659150,lot41122,4.0,none,train
659152,lot41122,6.0,none,train
659153,lot41122,7.0,none,train
659154,lot41122,8.0,none,train
659156,lot41122,10.0,none,train
659157,lot41122,11.0,none,train
659158,lot41122,12.0,none,train
659160,lot41122,14.0,none,train
659162,lot41122,16.0,none,train
659163,lot41122,17.0,none,train
659164,lot41122,18.0,none,train
659165,lot41122,19.0,none,train
659166,lot41122,20.0,none,train
659167,lot41122,21.0,none,train
659168,lot41122,22.0,none,train
659169,lot41122,23.0,none,train
659170,lot41122,24.0,none,train
659171,lot41122,25.0,none,train
659173,lot41123,2.0,none,test
659174,lot41123,3.0,none,test
659176,lot41123,5.0,Loc,test
659177,lot41123,6.0,none,test
659178,lot41123,7.0,none,test
659179,lot41123,8.0,none,test
659180,lot41123,9.0,Random,test
659181,lot41123,10.0,none,test
659182,lot41123,11.0,none,test
659183,lot41123,12.0,none,test
659184,lot41123,13.0,none,test
659185,lot41123,14.0,none,test
659187,lot41123,16.0,none,test
659188,lot41123,17.0,none,test
659189,lot41123,18.0,none,test
659191,lot41123,20.0,none,test
659192,lot41123,21.0,none,test
659193,lot41123,22.0,none,test
659194,lot41123,23.0,none,test
659195,lot41123,24.0,none,test
659197,lot41124,1.0,Scratch,val
659198,lot41124,2.0,none,val
659199,lot41124,3.0,none,val
659200,lot41124,4.0,none,val
659201,lot41124,5.0,none,val
659202,lot41124,6.0,none,val
659203,lot41124,7.0,none,val
659204,lot41124,8.0,none,val
659206,lot41124,10.0,none,val
659207,lot41124,11.0,none,val
659208,lot41124,12.0,none,val
659209,lot41124,13.0,none,val
659210,lot41124,14.0,none,val
659211,lot41124,15.0,none,val
659212,lot41124,16.0,none,val
659213,lot41124,17.0,none,val
659214,lot41124,18.0,none,val
659215,lot41124,19.0,none,val
659217,lot41124,21.0,none,val
659218,lot41124,22.0,none,val
659219,lot41124,23.0,none,val
659220,lot41124,24.0,none,val
659222,lot41125,1.0,none,test
659223,lot41125,2.0,none,test
659224,lot41125,3.0,none,test
659227,lot41125,6.0,none,test
659228,lot41125,7.0,none,test
659229,lot41125,8.0,none,test
659231,lot41125,10.0,none,test
659232,lot41125,11.0,none,test
659233,lot41125,12.0,none,test
659234,lot41125,13.0,Loc,test
659235,lot41125,14.0,none,test
659236,lot41125,15.0,none,test
659237,lot41125,16.0,none,test
659241,lot41125,20.0,none,test
659243,lot41125,22.0,none,test
659244,lot41125,23.0,Loc,test
659245,lot41125,24.0,none,test
659246,lot41125,25.0,none,test
659247,lot41126,1.0,none,train
659248,lot41126,2.0,none,train
659249,lot41126,3.0,none,train
659250,lot41126,4.0,none,train
659251,lot41126,5.0,none,train
659252,lot41126,6.0,none,train
659255,lot41126,9.0,none,train
659256,lot41126,10.0,none,train
659257,lot41126,11.0,none,train
659258,lot41126,12.0,none,train
659259,lot41126,13.0,none,train
659260,lot41126,14.0,none,train
659261,lot41126,15.0,none,train
659262,lot41126,16.0,none,train
659263,lot41126,17.0,none,train
659264,lot41126,18.0,none,train
659266,lot41126,20.0,none,train
659268,lot41126,22.0,none,train
659269,lot41126,23.0,none,train
659271,lot41126,25.0,Loc,train
659272,lot41127,1.0,none,train
659273,lot41127,2.0,none,train
659275,lot41127,4.0,none,train
659276,lot41127,5.0,none,train
659277,lot41127,6.0,none,train
659278,lot41127,7.0,none,train
659279,lot41127,8.0,none,train
659281,lot41127,10.0,none,train
659282,lot41127,11.0,none,train
659283,lot41127,12.0,none,train
659285,lot41127,14.0,none,train
659286,lot41127,15.0,none,train
659287,lot41127,16.0,none,train
659289,lot41127,18.0,none,train
659290,lot41127,19.0,none,train
659293,lot41127,22.0,none,train
659294,lot41127,23.0,none,train
659296,lot41127,25.0,none,train
659297,lot41128,1.0,Scratch,train
659298,lot41128,2.0,none,train
659300,lot41128,4.0,none,train
659301,lot41128,5.0,none,train
659302,lot41128,6.0,none,train
659303,lot41128,7.0,none,train
659304,lot41128,8.0,none,train
659306,lot41128,10.0,none,train
659307,lot41128,11.0,none,train
659308,lot41128,12.0,none,train
659310,lot41128,14.0,none,train
659311,lot41128,15.0,none,train
659312,lot41128,16.0,none,train
659314,lot41128,18.0,none,train
659315,lot41128,19.0,none,train
659316,lot41128,20.0,none,train
659317,lot41128,21.0,none,train
659318,lot41128,22.0,none,train
659320,lot41128,24.0,none,train
659321,lot41128,25.0,Loc,train
659322,lot41129,1.0,none,test
659323,lot41129,2.0,none,test
659324,lot41129,3.0,none,test
659325,lot41129,4.0,none,test
659326,lot41129,5.0,none,test
659327,lot41129,6.0,none,test
659328,lot41129,7.0,none,test
659329,lot41129,8.0,none,test
659331,lot41129,10.0,none,test
659334,lot41129,13.0,none,test
659335,lot41129,14.0,none,test
659336,lot41129,15.0,none,test
659337,lot41129,16.0,none,test
659339,lot41129,18.0,none,test
659340,lot41129,19.0,none,test
659341,lot41129,20.0,none,test
659342,lot41129,21.0,none,test
659343,lot41129,22.0,none,test
659344,lot41129,23.0,none,test
659345,lot41129,24.0,none,test
659346,lot41129,25.0,none,test
659347,lot41130,1.0,none,train
659349,lot41130,3.0,none,train
659350,lot41130,4.0,none,train
659352,lot41130,6.0,none,train
659353,lot41130,7.0,none,train
659354,lot41130,8.0,none,train
659355,lot41130,9.0,none,train
659356,lot41130,10.0,none,train
659357,lot41130,11.0,none,train
659358,lot41130,12.0,none,train
659359,lot41130,13.0,none,train
659360,lot41130,14.0,none,train
659361,lot41130,15.0,none,train
659363,lot41130,17.0,none,train
659364,lot41130,18.0,none,train
659365,lot41130,19.0,none,train
659366,lot41130,20.0,none,train
659369,lot41130,23.0,none,train
659370,lot41130,24.0,none,train
659371,lot41130,25.0,none,train
659372,lot41131,1.0,none,train
659374,lot41131,3.0,none,train
659375,lot41131,4.0,none,train
659377,lot41131,6.0,Loc,train
659378,lot41131,7.0,none,train
659379,lot41131,8.0,none,train
659380,lot41131,9.0,none,train
659381,lot41131,10.0,none,train
659382,lot41131,11.0,none,train
659383,lot41131,12.0,none,train
659384,lot41131,13.0,none,train
659385,lot41131,14.0,none,train
659386,lot41131,15.0,none,train
659387,lot41131,16.0,none,train
659390,lot41131,19.0,none,train
659391,lot41131,20.0,none,train
659392,lot41131,21.0,none,train
659394,lot41131,23.0,none,train
659395,lot41131,24.0,none,train
659396,lot41131,25.0,none,train
659397,lot41132,1.0,none,val
659398,lot41132,2.0,none,val
659399,lot41132,3.0,none,val
659400,lot41132,4.0,none,val
659401,lot41132,5.0,none,val
659402,lot41132,6.0,none,val
659403,lot41132,7.0,none,val
659404,lot41132,8.0,none,val
659406,lot41132,10.0,none,val
659407,lot41132,11.0,none,val
659408,lot41132,12.0,none,val
659409,lot41132,13.0,none,val
659410,lot41132,14.0,none,val
659411,lot41132,15.0,none,val
659412,lot41132,16.0,Random,val
659413,lot41132,17.0,none,val
659414,lot41132,18.0,none,val
659415,lot41132,19.0,none,val
659416,lot41132,20.0,none,val
659417,lot41132,21.0,none,val
659420,lot41132,24.0,none,val
659421,lot41132,25.0,none,val
659422,lot41133,1.0,none,train
659423,lot41133,2.0,none,train
659424,lot41133,3.0,none,train
659425,lot41133,4.0,none,train
659426,lot41133,5.0,Scratch,train
659427,lot41133,6.0,none,train
659428,lot41133,7.0,none,train
659429,lot41133,8.0,none,train
659430,lot41133,9.0,none,train
659431,lot41133,10.0,none,train
659432,lot41133,11.0,none,train
659433,lot41133,12.0,Loc,train
659434,lot41133,13.0,none,train
659435,lot41133,14.0,none,train
659436,lot41133,15.0,none,train
659437,lot41133,16.0,none,train
659438,lot41133,17.0,none,train
659439,lot41133,18.0,none,train
659440,lot41133,19.0,none,train
659441,lot41133,20.0,none,train
659442,lot41133,21.0,none,train
659443,lot41133,22.0,none,train
659444,lot41133,23.0,none,train
659445,lot41133,24.0,none,train
659446,lot41133,25.0,none,train
659448,lot41134,2.0,none,train
659449,lot41134,3.0,none,train
659450,lot41134,4.0,none,train
659452,lot41134,6.0,none,train
659454,lot41134,8.0,none,train
659455,lot41134,9.0,none,train
659457,lot41134,11.0,none,train
659458,lot41134,12.0,none,train
659461,lot41134,15.0,none,train
659462,lot41134,16.0,none,train
659463,lot41134,17.0,none,train
659464,lot41134,18.0,none,train
659465,lot41134,19.0,none,train
659466,lot41134,20.0,none,train
659467,lot41134,21.0,none,train
659468,lot41134,22.0,none,train
659469,lot41134,23.0,none,train
659470,lot41134,24.0,none,train
659471,lot41134,25.0,none,train
659472,lot41135,1.0,none,train
659473,lot41135,2.0,none,train
659474,lot41135,3.0,none,train
659475,lot41135,4.0,none,train
659476,lot41135,5.0,Loc,train
659477,lot41135,6.0,none,train
659478,lot41135,7.0,none,train
659480,lot41135,9.0,Center,train
659481,lot41135,10.0,none,train
659482,lot41135,11.0,none,train
659483,lot41135,12.0,Loc,train
659484,lot41135,13.0,Loc,train
659485,lot41135,14.0,none,train
659486,lot41135,15.0,none,train
659488,lot41135,17.0,none,train
659489,lot41135,18.0,none,train
659490,lot41135,19.0,none,train
659492,lot41135,21.0,none,train
659493,lot41135,22.0,none,train
659494,lot41135,23.0,none,train
659496,lot41135,25.0,none,train
659497,lot41136,1.0,none,train
659498,lot41136,2.0,none,train
659499,lot41136,3.0,none,train
659502,lot41136,6.0,none,train
659504,lot41136,8.0,none,train
659505,lot41136,9.0,none,train
659506,lot41136,10.0,none,train
659507,lot41136,11.0,none,train
659509,lot41136,13.0,none,train
659510,lot41136,14.0,none,train
659511,lot41136,15.0,none,train
659512,lot41136,16.0,none,train
659513,lot41136,17.0,none,train
659514,lot41136,18.0,none,train
659516,lot41136,20.0,none,train
659517,lot41136,21.0,none,train
659518,lot41136,22.0,none,train
659519,lot41136,23.0,none,train
659520,lot41136,24.0,none,train
659521,lot41136,25.0,none,train
659522,lot41137,1.0,none,val
659523,lot41137,2.0,none,val
659524,lot41137,3.0,Loc,val
659525,lot41137,4.0,none,val
659526,lot41137,5.0,none,val
659527,lot41137,6.0,none,val
659528,lot41137,7.0,none,val
659529,lot41137,8.0,none,val
659530,lot41137,9.0,none,val
659532,lot41137,11.0,none,val
659533,lot41137,12.0,none,val
659534,lot41137,13.0,none,val
659535,lot41137,14.0,none,val
659536,lot41137,15.0,none,val
659537,lot41137,16.0,none,val
659538,lot41137,17.0,none,val
659539,lot41137,18.0,none,val
659540,lot41137,19.0,none,val
659541,lot41137,20.0,none,val
659542,lot41137,21.0,none,val
659543,lot41137,22.0,none,val
659544,lot41137,23.0,none,val
659546,lot41137,25.0,none,val
659547,lot41138,1.0,none,train
659548,lot41138,2.0,none,train
659549,lot41138,3.0,none,train
659550,lot41138,4.0,none,train
659552,lot41138,6.0,none,train
659553,lot41138,7.0,none,train
659555,lot41138,9.0,none,train
659556,lot41138,10.0,none,train
659557,lot41138,11.0,none,train
659558,lot41138,12.0,Loc,train
659559,lot41138,13.0,none,train
659560,lot41138,14.0,none,train
659561,lot41138,15.0,none,train
659562,lot41138,16.0,none,train
659563,lot41138,17.0,none,train
659564,lot41138,18.0,none,train
659565,lot41138,19.0,none,train
659566,lot41138,20.0,none,train
659567,lot41138,21.0,none,train
659568,lot41138,22.0,none,train
659569,lot41138,23.0,none,train
659570,lot41138,24.0,none,train
659571,lot41138,25.0,none,train
659588,lot41140,1.0,none,train
659589,lot41140,2.0,none,train
659590,lot41140,3.0,none,train
659591,lot41140,4.0,none,train
659592,lot41140,5.0,none,train
659593,lot41140,6.0,none,train
659594,lot41140,7.0,none,train
659595,lot41140,8.0,none,train
659597,lot41140,10.0,none,train
659598,lot41140,11.0,none,train
659599,lot41140,12.0,none,train
659600,lot41140,13.0,none,train
659601,lot41140,14.0,none,train
659602,lot41140,15.0,none,train
659603,lot41140,16.0,none,train
659604,lot41140,17.0,none,train
659606,lot41140,19.0,none,train
659607,lot41140,20.0,none,train
659608,lot41140,21.0,none,train
659609,lot41140,22.0,none,train
659610,lot41140,23.0,none,train
659611,lot41140,24.0,none,train
659613,lot41141,1.0,none,train
659614,lot41141,2.0,none,train
659616,lot41141,4.0,none,train
659617,lot41141,5.0,none,train
659618,lot41141,6.0,none,train
659619,lot41141,7.0,none,train
659620,lot41141,8.0,none,train
659621,lot41141,9.0,Loc,train
659623,lot41141,11.0,none,train
659625,lot41141,13.0,none,train
659626,lot41141,14.0,none,train
659627,lot41141,15.0,none,train
659628,lot41141,16.0,none,train
659630,lot41141,18.0,none,train
659631,lot41141,19.0,none,train
659632,lot41141,20.0,none,train
659633,lot41141,21.0,none,train
659634,lot41141,22.0,none,train
659635,lot41141,23.0,none,train
659636,lot41141,24.0,Edge-Loc,train
659637,lot41141,25.0,none,train
659638,lot41142,1.0,none,test
659639,lot41142,2.0,none,test
659640,lot41142,3.0,none,test
659641,lot41142,4.0,none,test
659642,lot41142,5.0,none,test
659643,lot41142,6.0,none,test
659644,lot41142,7.0,none,test
659645,lot41142,8.0,none,test
659646,lot41142,9.0,none,test
659647,lot41142,10.0,none,test
659648,lot41142,11.0,none,test
659649,lot41142,12.0,none,test
659650,lot41142,13.0,none,test
659651,lot41142,14.0,none,test
659652,lot41142,15.0,none,test
659653,lot41142,16.0,none,test
659654,lot41142,17.0,none,test
659655,lot41142,18.0,none,test
659656,lot41142,19.0,none,test
659657,lot41142,20.0,none,test
659658,lot41142,21.0,none,test
659659,lot41142,22.0,none,test
659661,lot41142,24.0,none,test
659663,lot41143,1.0,none,train
659664,lot41143,2.0,none,train
659665,lot41143,3.0,none,train
659666,lot41143,4.0,none,train
659667,lot41143,5.0,none,train
659668,lot41143,6.0,none,train
659669,lot41143,7.0,none,train
659670,lot41143,8.0,none,train
659671,lot41143,9.0,none,train
659672,lot41143,10.0,none,train
659673,lot41143,11.0,Center,train
659674,lot41143,12.0,none,train
659675,lot41143,13.0,none,train
659676,lot41143,14.0,none,train
659677,lot41143,15.0,none,train
659678,lot41143,16.0,none,train
659679,lot41143,17.0,none,train
659680,lot41143,18.0,none,train
659681,lot41143,19.0,none,train
659682,lot41143,20.0,none,train
659683,lot41143,21.0,none,train
659684,lot41143,22.0,none,train
659686,lot41143,24.0,none,train
659687,lot41143,25.0,none,train
659688,lot41144,1.0,none,train
659689,lot41144,2.0,none,train
659690,lot41144,3.0,none,train
659691,lot41144,4.0,none,train
659692,lot41144,5.0,none,train
659693,lot41144,6.0,none,train
659695,lot41144,8.0,none,train
659696,lot41144,9.0,none,train
659697,lot41144,10.0,none,train
659698,lot41144,11.0,none,train
659699,lot41144,12.0,none,train
659700,lot41144,13.0,none,train
659701,lot41144,14.0,none,train
659702,lot41144,15.0,none,train
659703,lot41144,16.0,none,train
659704,lot41144,17.0,none,train
659705,lot41144,18.0,none,train
659706,lot41144,19.0,none,train
659707,lot41144,20.0,none,train
659708,lot41144,21.0,none,train
659709,lot41144,22.0,none,train
659710,lot41144,23.0,none,train
659711,lot41144,24.0,none,train
659712,lot41144,25.0,none,train
659714,lot41145,2.0,none,train
659715,lot41145,3.0,none,train
659716,lot41145,4.0,Edge-Loc,train
659717,lot41145,5.0,none,train
659718,lot41145,6.0,Center,train
659719,lot41145,7.0,none,train
659720,lot41145,8.0,none,train
659721,lot41145,9.0,none,train
659722,lot41145,10.0,none,train
659725,lot41145,13.0,none,train
659726,lot41145,14.0,none,train
659727,lot41145,15.0,none,train
659728,lot41145,16.0,none,train
659729,lot41145,17.0,none,train
659730,lot41145,18.0,none,train
659731,lot41145,19.0,none,train
659732,lot41145,20.0,none,train
659733,lot41145,21.0,none,train
659734,lot41145,22.0,none,train
659735,lot41145,23.0,none,train
659736,lot41145,24.0,none,train
659737,lot41145,25.0,none,train
659738,lot41146,1.0,none,val
659739,lot41146,2.0,none,val
659740,lot41146,3.0,none,val
659741,lot41146,4.0,none,val
659742,lot41146,5.0,none,val
659743,lot41146,6.0,none,val
659744,lot41146,7.0,none,val
659745,lot41146,8.0,none,val
659746,lot41146,9.0,none,val
659748,lot41146,11.0,none,val
659749,lot41146,12.0,none,val
659751,lot41146,14.0,none,val
659752,lot41146,15.0,none,val
659753,lot41146,16.0,none,val
659754,lot41146,17.0,none,val
659755,lot41146,18.0,none,val
659756,lot41146,19.0,none,val
659758,lot41146,21.0,none,val
659759,lot41146,22.0,none,val
659760,lot41146,23.0,none,val
659761,lot41146,24.0,none,val
659762,lot41146,25.0,none,val
659763,lot41147,1.0,none,train
659765,lot41147,3.0,Center,train
659767,lot41147,5.0,none,train
659768,lot41147,6.0,none,train
659769,lot41147,7.0,none,train
659770,lot41147,8.0,none,train
659771,lot41147,9.0,none,train
659772,lot41147,10.0,none,train
659773,lot41147,11.0,none,train
659774,lot41147,12.0,none,train
659775,lot41147,13.0,none,train
659777,lot41147,15.0,none,train
659778,lot41147,16.0,none,train
659779,lot41147,17.0,none,train
659780,lot41147,18.0,none,train
659781,lot41147,19.0,none,train
659782,lot41147,20.0,none,train
659784,lot41147,22.0,none,train
659785,lot41147,23.0,none,train
659786,lot41147,24.0,none,train
659788,lot41148,1.0,none,train
659790,lot41148,3.0,Loc,train
659791,lot41148,4.0,Random,train
659792,lot41148,5.0,none,train
659793,lot41148,6.0,none,train
659795,lot41148,8.0,none,train
659796,lot41148,9.0,none,train
659797,lot41148,10.0,none,train
659798,lot41148,11.0,Loc,train
659799,lot41148,12.0,none,train
659800,lot41148,13.0,none,train
659801,lot41148,14.0,Edge-Loc,train
659802,lot41148,15.0,none,train
659803,lot41148,16.0,none,train
659804,lot41148,17.0,none,train
659805,lot41148,18.0,none,train
659807,lot41148,20.0,none,train
659808,lot41148,21.0,none,train
659809,lot41148,22.0,none,train
659810,lot41148,23.0,none,train
659811,lot41148,24.0,none,train
659812,lot41148,25.0,none,train
659813,lot41149,1.0,none,train
659814,lot41149,2.0,Center,train
659815,lot41149,3.0,none,train
659816,lot41149,4.0,Edge-Loc,train
659817,lot41149,5.0,none,train
659818,lot41149,6.0,none,train
659819,lot41149,7.0,none,train
659820,lot41149,8.0,none,train
659821,lot41149,9.0,none,train
659822,lot41149,10.0,none,train
659823,lot41149,11.0,none,train
659825,lot41149,13.0,none,train
659826,lot41149,14.0,none,train
659827,lot41149,15.0,none,train
659828,lot41149,16.0,none,train
659831,lot41149,19.0,none,train
659832,lot41149,20.0,none,train
659833,lot41149,21.0,none,train
659834,lot41149,22.0,none,train
659836,lot41149,24.0,none,train
659837,lot41149,25.0,none,train
659838,lot41150,1.0,none,train
659839,lot41150,2.0,none,train
659840,lot41150,3.0,none,train
659841,lot41150,4.0,none,train
659842,lot41150,5.0,none,train
659843,lot41150,6.0,none,train
659844,lot41150,7.0,none,train
659845,lot41150,8.0,none,train
659846,lot41150,9.0,none,train
659847,lot41150,10.0,none,train
659848,lot41150,11.0,none,train
659849,lot41150,12.0,none,train
659850,lot41150,13.0,none,train
659851,lot41150,14.0,none,train
659852,lot41150,15.0,none,train
659853,lot41150,16.0,none,train
659854,lot41150,17.0,none,train
659855,lot41150,18.0,none,train
659856,lot41150,19.0,none,train
659857,lot41150,20.0,none,train
659858,lot41150,21.0,none,train
659859,lot41150,22.0,none,train
659861,lot41150,24.0,none,train
659862,lot41150,25.0,none,train
659863,lot41151,1.0,none,train
659864,lot41151,2.0,none,train
659865,lot41151,3.0,none,train
659866,lot41151,4.0,none,train
659868,lot41151,6.0,none,train
659869,lot41151,7.0,none,train
659870,lot41151,8.0,none,train
659871,lot41151,9.0,none,train
659872,lot41151,10.0,none,train
659873,lot41151,11.0,none,train
659874,lot41151,12.0,none,train
659875,lot41151,13.0,none,train
659876,lot41151,14.0,none,train
659877,lot41151,15.0,none,train
659878,lot41151,16.0,none,train
659879,lot41151,17.0,none,train
659880,lot41151,18.0,none,train
659881,lot41151,19.0,none,train
659882,lot41151,20.0,none,train
659883,lot41151,21.0,none,train
659885,lot41151,23.0,none,train
659886,lot41151,24.0,none,train
659887,lot41151,25.0,none,train
659888,lot41152,1.0,none,train
659890,lot41152,3.0,none,train
659891,lot41152,4.0,none,train
659893,lot41152,6.0,none,train
659894,lot41152,7.0,none,train
659895,lot41152,8.0,none,train
659896,lot41152,9.0,none,train
659897,lot41152,10.0,none,train
659898,lot41152,11.0,none,train
659899,lot41152,12.0,none,train
659900,lot41152,13.0,none,train
659901,lot41152,14.0,none,train
659902,lot41152,15.0,none,train
659903,lot41152,16.0,none,train
659904,lot41152,17.0,none,train
659905,lot41152,18.0,none,train
659906,lot41152,19.0,none,train
659907,lot41152,20.0,none,train
659908,lot41152,21.0,none,train
659909,lot41152,22.0,none,train
659910,lot41152,23.0,none,train
659911,lot41152,24.0,none,train
659912,lot41152,25.0,none,train
659913,lot41153,1.0,none,train
659914,lot41153,2.0,none,train
659915,lot41153,3.0,none,train
659916,lot41153,4.0,none,train
659917,lot41153,5.0,none,train
659918,lot41153,6.0,none,train
659919,lot41153,7.0,none,train
659920,lot41153,8.0,none,train
659921,lot41153,9.0,none,train
659922,lot41153,10.0,none,train
659924,lot41153,12.0,none,train
659925,lot41153,13.0,none,train
659926,lot41153,14.0,Loc,train
659927,lot41153,15.0,none,train
659928,lot41153,16.0,none,train
659930,lot41153,18.0,none,train
659932,lot41153,20.0,none,train
659933,lot41153,21.0,none,train
659934,lot41153,22.0,none,train
659935,lot41153,23.0,none,train
659936,lot41153,24.0,none,train
659937,lot41153,25.0,none,train
659938,lot41154,1.0,none,train
659939,lot41154,2.0,none,train
659940,lot41154,3.0,none,train
659941,lot41154,4.0,none,train
659942,lot41154,5.0,none,train
659943,lot41154,6.0,none,train
659944,lot41154,7.0,none,train
659946,lot41154,9.0,none,train
659947,lot41154,10.0,none,train
659948,lot41154,11.0,none,train
659949,lot41154,12.0,none,train
659950,lot41154,13.0,none,train
659952,lot41154,15.0,none,train
659953,lot41154,16.0,none,train
659954,lot41154,17.0,none,train
659955,lot41154,18.0,none,train
659956,lot41154,19.0,none,train
659957,lot41154,20.0,none,train
659958,lot41154,21.0,none,train
659959,lot41154,22.0,none,train
659960,lot41154,23.0,none,train
659962,lot41154,25.0,none,train
659964,lot41155,2.0,none,train
659965,lot41155,3.0,none,train
659967,lot41155,5.0,none,train
659968,lot41155,6.0,none,train
659969,lot41155,7.0,none,train
659970,lot41155,8.0,none,train
659971,lot41155,9.0,none,train
659972,lot41155,10.0,none,train
659973,lot41155,11.0,none,train
659974,lot41155,12.0,none,train
659975,lot41155,13.0,none,train
659976,lot41155,14.0,none,train
659977,lot41155,15.0,none,train
659978,lot41155,16.0,none,train
659979,lot41155,17.0,none,train
659980,lot41155,18.0,none,train
659981,lot41155,19.0,none,train
659982,lot41155,20.0,none,train
659984,lot41155,22.0,none,train
659985,lot41155,23.0,none,train
659986,lot41155,24.0,Loc,train
659987,lot41155,25.0,none,train
659988,lot41156,1.0,none,train
659989,lot41156,2.0,none,train
659990,lot41156,3.0,none,train
659991,lot41156,4.0,none,train
659993,lot41156,6.0,none,train
659995,lot41156,8.0,none,train
659996,lot41156,9.0,none,train
659997,lot41156,10.0,none,train
659998,lot41156,11.0,none,train
659999,lot41156,12.0,none,train
660000,lot41156,13.0,none,train
660001,lot41156,14.0,Edge-Loc,train
660002,lot41156,15.0,none,train
660003,lot41156,16.0,none,train
660004,lot41156,17.0,none,train
660005,lot41156,18.0,none,train
660006,lot41156,19.0,none,train
660007,lot41156,20.0,none,train
660008,lot41156,21.0,none,train
660009,lot41156,22.0,none,train
660010,lot41156,23.0,none,train
660011,lot41156,24.0,none,train
660012,lot41156,25.0,none,train
660013,lot41157,1.0,none,train
660014,lot41157,2.0,none,train
660015,lot41157,3.0,none,train
660016,lot41157,4.0,none,train
660017,lot41157,5.0,none,train
660018,lot41157,6.0,none,train
660020,lot41157,8.0,none,train
660021,lot41157,9.0,none,train
660022,lot41157,10.0,none,train
660024,lot41157,12.0,none,train
660026,lot41157,14.0,none,train
660027,lot41157,15.0,none,train
660029,lot41157,17.0,none,train
660030,lot41157,18.0,none,train
660031,lot41157,19.0,none,train
660032,lot41157,20.0,none,train
660033,lot41157,21.0,none,train
660034,lot41157,22.0,none,train
660035,lot41157,23.0,none,train
660036,lot41157,24.0,none,train
660037,lot41157,25.0,none,train
660038,lot41158,1.0,none,val
660039,lot41158,2.0,none,val
660040,lot41158,3.0,none,val
660041,lot41158,4.0,none,val
660042,lot41158,5.0,none,val
660043,lot41158,6.0,none,val
660044,lot41158,7.0,none,val
660045,lot41158,8.0,none,val
660046,lot41158,9.0,none,val
660047,lot41158,10.0,none,val
660048,lot41158,11.0,none,val
660049,lot41158,12.0,none,val
660050,lot41158,13.0,none,val
660051,lot41158,14.0,none,val
660052,lot41158,15.0,none,val
660053,lot41158,16.0,none,val
660054,lot41158,17.0,none,val
660055,lot41158,18.0,none,val
660056,lot41158,19.0,none,val
660057,lot41158,20.0,none,val
660059,lot41158,22.0,none,val
660060,lot41158,23.0,none,val
660062,lot41158,25.0,none,val
660063,lot41159,1.0,none,val
660064,lot41159,2.0,none,val
660065,lot41159,3.0,none,val
660066,lot41159,4.0,none,val
660067,lot41159,5.0,Edge-Loc,val
660068,lot41159,6.0,none,val
660070,lot41159,8.0,none,val
660071,lot41159,9.0,none,val
660073,lot41159,11.0,none,val
660074,lot41159,12.0,none,val
660075,lot41159,13.0,none,val
660077,lot41159,15.0,none,val
660078,lot41159,16.0,none,val
660079,lot41159,17.0,none,val
660080,lot41159,18.0,none,val
